State,REGION,SEX,CITY,Zipcode,DISTRICT,VILLAGE,MARITAL_STATUS,Location,Address type,Ownership,No_of_Active_Loan_In_Bureau,Avg_Disbursement_Amount_Bureau,Non_Agriculture_Income,Total_Land_For_Agriculture,"K022-Village category based on Agri parameters (Good, Average, Poor)",K022-Nearest Mandi Name,K022-Proximity to nearest mandi (Km),K022-Proximity to nearest railway (Km),KO22-Village score based on socio-economic parameters (0 to 100),"K022-Village category based on socio-economic parameters (Good, Average, Poor)",K022-Seasonal Average Rainfall (mm),K022-Ambient temperature (min & max),"R022-Village category based on Agri parameters (Good, Average, Poor)",R022-Seasonal Average Rainfall (mm),R022-Ambient temperature (min & max),K021-Seasonal Average Rainfall (mm),K021-Ambient temperature (min & max),R021-Seasonal Average Rainfall (mm),R021-Ambient temperature (min & max),R020-Seasonal Average Rainfall (mm),R020-Ambient temperature (min & max),Perc_of_house_with_6plus_room,Women_15_19_Mothers_or_Pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_Households_with_Pucca_House_That_Has_More_Than_3_Rooms,mat_roof_Metal_GI_Asbestos_sheets,perc_of_Wall_material_with_Burnt_brick,Households_with_improved_Sanitation_Facility,perc_Households_do_not_have_KCC_With_The_Credit_Limit_Of_50k,K022-Total Geographical Area (in Hectares)-,K022-Net Agri area (in Ha)-,K022-Net Agri area (% of total geog area)-,Kharif Seasons  Irrigated area in 2022,Kharif Seasons  Cropping density in 2022,Kharif Seasons  Agricultural performance in 2022,Kharif Seasons  Agricultural Score in 2022,Kharif Seasons  Type of soil in 2022,Kharif Seasons  Type of water bodies in hectares 2022,Kharif Seasons  Agro Ecological Sub Zone in 2022,Kharif Seasons  Seasonal average groundwater thickness (cm) in 2022,Kharif Seasons  Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons  Season Irrigated area in 2022,Rabi Seasons Cropping density in 2022,Rabi Seasons Agricultural performance in 2022,Rabi Seasons Agricultural Score in 2022,Rabi Seasons Type of soil in 2022,Rabi Seasons Type of water bodies in hectares 2022,Rabi Seasons Agro Ecological Sub Zone in 2022,Rabi Seasons Seasonal average groundwater thickness (cm) in 2022,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons Kharif Season Irrigated area in 2021,Rabi Seasons Cropping density in 2021,Rabi Seasons Agricultural performance in 2021,Rabi Seasons Agricultural Score in 2021,Rabi Seasons Type of soil in 2021,Rabi Seasons Type of water bodies in hectares 2021,Rabi Seasons Agro Ecological Sub Zone in 2021,Rabi Seasons Seasonal average groundwater thickness (cm) in 2021,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2021,Kharif Seasons Cropping density in 2021,Kharif Seasons Agricultural performance in 2021,Kharif Seasons Agricultural Score in 2021,Kharif Seasons Type of soil in 2021,Kharif Seasons Type of water bodies in hectares 2021,Kharif Seasons Agro Ecological Sub Zone in 2021,Kharif Seasons Seasonal average groundwater thickness (cm) in 2021,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2020,Kharif Seasons Cropping density in 2020,Kharif Seasons Agricultural performance in 2020,Kharif Seasons Agricultural Score in 2020,Kharif Seasons Type of soil in 2020,Kharif Seasons Type of water bodies in hectares 2020,Kharif Seasons Agro Ecological Sub Zone in 2020,Kharif Seasons Seasonal average groundwater thickness (cm) in 2020,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2020,Rabi Seasons Kharif Season Irrigated area in 2020,Rabi Seasons Cropping density in 2020,Rabi Seasons Agricultural performance in 2020,Rabi Seasons Agricultural Score in 2020,Rabi Seasons Type of soil in 2020,Rabi Seasons Type of water bodies in hectares 2020,Rabi Seasons Agro Ecological Sub Zone in 2020,Rabi Seasons Seasonal average groundwater thickness (cm) in 2020,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2020, Village score based on socio-economic parameters (Non normalised), Village score based on socio-economic parameters (0 to 100)," Village category based on socio-economic parameters (Good, Average, Poor)", Road density (Km/ SqKm),Pred_RandomForest,Pred_DecisionTree,Pred_KNN,BestModelPred,ClusterLabel
KARNATAKA,SOUTH,M,CHANNARAYAPATNA,573116.0,HASSAN,Chamadihalli,M,"12.9020102,76.4243134",Permanent Address,Owned,0.0,130000.0,90000.0,5.0,Poor,Channarayapatna,2.6,1.6,45.7669642532815,Average,1150.37,19.57 /26.06,Poor,475.94,17.75 /28.07,727.35,19.93 /26.02,130.24,17.6 /28.42,98.08,18.4 /28.96,0.47,6.37,99.29,9.6,3.51,40.52,87.86,1.45,133.27,26.741,20.07,14.29,10.92,1.0,4.14,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,108.41,24.68,71.43,92.09,28.58,29.05,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,108.54,31.77,8.46,8.9,29.78,16.05,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,100.07,23.88,71.43,92.09,36.61,35.2,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.22,22.98,8.46,8.9,22.26,10.96,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,100.25,31.01,90.48,91.9,29.78,39.87,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.11,29.61,29.9326839089873,45.7669642532815,Average,27.73,High,Very High,High,Very High,0
ANDHRA PRADESH,SOUTH,M,SRIKALAHASTI,517644.0,CHITTOOR,Srikalahasti,M,"13.7148273,79.7241648",Permanent Address,Owned,2.0,192250.0,800000.0,10.0,Poor,Srikalahasti,0.0,1.5,52.46879040835664,Good,625.4,24.76 /32.64,Poor,490.89,20.9 /30.21,602.91,25.41 /32.99,506.11,20.37 /30.52,187.4,21.2 /30.59,0.37,19.7,99.7,4.18,10.65,51.86,74.6,0.21,101.7,2.024,1.99,95.56,37.6,0.15,24.58,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,79.12,12.27,44.44,88.44,0.15,8.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,87.78,33.27,90.396,75.33,15.58,13.61,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,84.95,27.71,44.44,88.44,3.25,9.78,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,73.78,11.75,90.396,75.33,3.73,1.7,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,74.73,16.69,91.09,65.89,19.35,27.46,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,80.25,18.62,34.0679699885776,52.46879040835664,Good,18.73,High,High,High,High,0
ANDHRA PRADESH,SOUTH,M,SRIKALAHASTI,517644.0,CHITTOOR,Srikalahasti,S,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,200000.0,10.0,Poor,Srikalahasti,0.0,1.5,52.46879040835664,Good,625.4,24.76 /32.64,Poor,490.89,20.9 /30.21,602.91,25.41 /32.99,506.11,20.37 /30.52,187.4,21.2 /30.59,0.37,19.7,99.7,4.18,10.65,51.86,74.6,0.21,101.7,2.024,1.99,95.56,37.6,0.15,24.58,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,79.12,12.27,44.44,88.44,0.15,8.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,87.78,33.27,90.396,75.33,15.58,13.61,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,84.95,27.71,44.44,88.44,3.25,9.78,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,73.78,11.75,90.396,75.33,3.73,1.7,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,74.73,16.69,91.09,65.89,19.35,27.46,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,80.25,18.62,34.0679699885776,52.46879040835664,Good,18.73,Low,Low,High,Low,0
MAHARASHTRA,WEST,M,CHIKHLI,443201.0,BULDANA,Kolara,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,400000.0,18.0,Poor,Gowribidanoor,0.0,0.0,53.3881628392338,Good,795.3,19.8 /27.16,Poor,429.6,17.89 /27.92,903.62,20.31 /27.48,293.72,17.23 /27.86,155.7,18.24 /28.81,0.91,5.86,97.05,3.53,72.61,42.12,68.71,2.02,485.75,9.99,2.06,47.05,71.29,0.21,12.52,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.96,11.93,86.59,40.25,2.73,17.7,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.03,26.67,82.58,12.44,7.54,25.33,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.02,15.81,86.59,40.25,1.7,17.01,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,89.1,12.23,82.58,12.44,5.08,22.96,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,85.92,18.31,88.59,5.91,19.08,24.95,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,87.03,16.7,34.6352583555679,53.3881628392338,Good,13.31,High,High,High,High,0
MAHARASHTRA,WEST,M,CHIKHLI,443201.0,BULDANA,Kolara,M,"20.290479,76.2957334",Permanent Address,Owned,2.0,553000.0,200000.0,18.0,Poor,Gowribidanoor,0.0,0.0,53.3881628392338,Good,795.3,19.8 /27.16,Poor,429.6,17.89 /27.92,903.62,20.31 /27.48,293.72,17.23 /27.86,155.7,18.24 /28.81,0.91,5.86,97.05,3.53,72.61,42.12,68.71,2.02,485.75,9.99,2.06,47.05,71.29,0.21,12.52,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.96,11.93,86.59,40.25,2.73,17.7,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.03,26.67,82.58,12.44,7.54,25.33,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.02,15.81,86.59,40.25,1.7,17.01,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,89.1,12.23,82.58,12.44,5.08,22.96,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,85.92,18.31,88.59,5.91,19.08,24.95,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,87.03,16.7,34.6352583555679,53.3881628392338,Good,13.31,High,High,High,High,0
MAHARASHTRA,WEST,M,CHIKHLI,443201.0,BULDANA,Kolara,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,6.0,19966.5,300000.0,15.0,Poor,Gowribidanoor,0.0,0.0,53.3881628392338,Good,795.3,19.8 /27.16,Poor,429.6,17.89 /27.92,903.62,20.31 /27.48,293.72,17.23 /27.86,155.7,18.24 /28.81,0.91,5.86,97.05,3.53,72.61,42.12,68.71,2.02,485.75,9.99,2.06,47.05,71.29,0.21,12.52,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.96,11.93,86.59,40.25,2.73,17.7,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.03,26.67,82.58,12.44,7.54,25.33,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,93.02,15.81,86.59,40.25,1.7,17.01,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,89.1,12.23,82.58,12.44,5.08,22.96,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,85.92,18.31,88.59,5.91,19.08,24.95,Red loamy Soils,"['reservoir, water']",EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,87.03,16.7,34.6352583555679,53.3881628392338,Good,13.31,High,High,High,High,0
ODISHA,EAST,M,CHARIBATIA,754025.0,CUTTACK,Nuagaon,S,"20.6023035,85.8312797",Permanent Address,Parental,1.0,45120.0,360000.0,8.0,Poor,Nimapara,6.6,4.4,40.67429068315538,Average,1345.38,26.48 /30.54,Poor,193.85,21.38 /28.16,1527.58,26.67 /30.61,178.48,21.64 /29.58,316.41,21.42 /28.24,1.83,5.7,98.2,2.86,11.98,3.78,60.2,0.83,9.57,0.89,9.3,73.03,61.14,2.41,20.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,77.77,42.92,0.0,0.0,0.0,0.0,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,76.09,34.33,0.0,0.0,0.0,0.0,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,71.23,39.01,0.0,0.0,1.78,0.76,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,73.3,37.6,0.0,0.0,0.0,0.0,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,75.21,30.74,0.0,0.0,0.0,0.0,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,73.63,32.21,26.7903072440104,40.67429068315538,Average,0.0,Medium,Low,Medium,Low,1
KARNATAKA,SOUTH,M,HOSPET,583129.0,BELLARY,Devasamudra,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,3.0,223333.333333333,0.0,3.0,Average,Gangavathi,11.3,10.7,38.16756975848076,Poor,854.2,22.38 /29.53,Poor,297.12,20.62 /31.72,597.74,22.68 /29.67,100.59,19.93 /31.61,131.67,21.64 /32.63,1.06,3.2,98.9,3.08,26.89,37.71,64.1,0.67,2805.82,15.63,0.56,57.71,83.11,46.86,35.91,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.87,20.06,60.59,85.94,37.96,29.59,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.76,13.61,74.02,60.55,29.52,37.17,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.48,17.72,60.59,85.94,32.97,25.38,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),86.69,15.2,74.02,60.55,11.79,23.59,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),87.85,21.61,60.65,58.49,32.28,25.88,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),88.19,17.19,25.2435634304045,38.16756975848076,Poor,0.0,High,Very High,High,Very High,0
KARNATAKA,SOUTH,M,HOSPET,583129.0,BELLARY,Devasamudra,M,"15.3503333,76.6490217",Permanent Address,Owned,1.0,75000.0,0.0,15.0,Average,Gangavathi,11.3,10.7,38.16756975848076,Poor,854.2,22.38 /29.53,Poor,297.12,20.62 /31.72,597.74,22.68 /29.67,100.59,19.93 /31.61,131.67,21.64 /32.63,1.06,3.2,98.9,3.08,26.89,37.71,64.1,0.67,2805.82,15.63,0.56,57.71,83.11,46.86,35.91,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.87,20.06,60.59,85.94,37.96,29.59,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.76,13.61,74.02,60.55,29.52,37.17,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.48,17.72,60.59,85.94,32.97,25.38,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),86.69,15.2,74.02,60.55,11.79,23.59,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),87.85,21.61,60.65,58.49,32.28,25.88,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),88.19,17.19,25.2435634304045,38.16756975848076,Poor,0.0,Medium,High,High,High,0
KARNATAKA,SOUTH,M,HOSPET,583129.0,BELLARY,Hampadevanahalli,M,"15.1419194,76.9263138",Current Address,Owned,0.0,130000.0,0.0,30.0,Poor,Gangavathi,18.3,10.1,30.67863707964305,Poor,854.2,22.38 /29.53,Poor,297.12,20.62 /31.72,597.74,22.68 /29.67,100.59,19.93 /31.61,131.67,21.64 /32.63,1.06,3.2,98.9,3.08,26.89,37.71,64.1,0.67,774.86,3.9,0.5,46.15,71.57,34.0,27.19,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.87,20.06,66.41,93.18,33.07,28.41,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.76,13.61,53.33,68.84,55.04,43.89,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.48,17.72,66.41,93.18,38.13,28.62,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),86.69,15.2,53.33,68.84,15.58,19.85,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),87.85,21.61,68.21,84.03,55.58,37.56,Mixed Red and Black Soils,[None],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),88.19,17.19,20.6226021668339,30.67863707964305,Poor,0.0,Very High,Very High,Medium,Very High,3
WEST BENGAL,EAST,M,MURSHIDABAD,742149.0,MURSHIDABAD,Gopinathpur,M,"24.1772812,88.2747713",Current Address,Owned,0.0,130000.0,160000.0,1.37,Poor,Nimapara,19.8,6.3,29.24982563576897,Poor,1528.12,26.62 /30.44,Poor,204.49,21.6 /28.08,1256.99,26.8 /30.42,185.62,21.87 /29.53,426.46,21.71 /28.31,0.96,20.6,96.7,2.5,13.83,51.32,69.7,0.29,16.01,3.02,18.86,34.77,41.77,4.44,11.07,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,68.46,35.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,64.12,29.89,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,57.34,37.02,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,62.38,38.59,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,67.38,31.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,61.31,32.14,19.740970214961,29.24982563576897,Poor,0.0,Low,Low,Low,Low,0
UTTAR PRADESH,NORTH,M,JAISINGHPUR,222302.0,SULTANPUR,Gopinathpur,M,"26.2370488,82.0634452",Permanent Address,Owned,0.0,130000.0,288800.0,8.0,Poor,Nimapara,19.8,6.3,29.24982563576897,Poor,1528.12,26.62 /30.44,Poor,204.49,21.6 /28.08,1256.99,26.8 /30.42,185.62,21.87 /29.53,426.46,21.71 /28.31,7.39,1.1,94.3,18.4,3.82,43.45,65.1,4.69,16.01,3.02,18.86,34.77,41.77,4.44,11.07,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,68.46,35.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,64.12,29.89,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,57.34,37.02,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,62.38,38.59,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,67.38,31.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,61.31,32.14,19.740970214961,29.24982563576897,Poor,0.0,Low,Low,Low,Low,3
UTTAR PRADESH,NORTH,M,JAISINGHPUR,222302.0,SULTANPUR,Gopinathpur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,4.0,486962.0,746000.0,3.0,Poor,Nimapara,19.8,6.3,29.24982563576897,Poor,1528.12,26.62 /30.44,Poor,204.49,21.6 /28.08,1256.99,26.8 /30.42,185.62,21.87 /29.53,426.46,21.71 /28.31,7.39,1.1,94.3,18.4,3.82,43.45,65.1,4.69,16.01,3.02,18.86,34.77,41.77,4.44,11.07,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,68.46,35.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,64.12,29.89,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,57.34,37.02,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,62.38,38.59,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,67.38,31.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,61.31,32.14,19.740970214961,29.24982563576897,Poor,0.0,Low,High,Low,High,3
WEST BENGAL,EAST,M,ILLAMBAZAR,731124.0,BIRBHUM,Gopinathpur,M,"23.8949668,87.5258791",Current Address,Owned,0.0,130000.0,807661.0,2.34,Poor,Nimapara,19.8,6.3,29.24982563576897,Poor,1528.12,26.62 /30.44,Poor,204.49,21.6 /28.08,1256.99,26.8 /30.42,185.62,21.87 /29.53,426.46,21.71 /28.31,0.68,24.56,97.83,2.93,20.03,27.98,55.43,0.67,16.01,3.02,18.86,34.77,41.77,4.44,11.07,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,68.46,35.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,64.12,29.89,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,57.34,37.02,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,62.38,38.59,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,67.38,31.43,0.0,0.0,0.0,0.01,Coastal and Deltaic Alluvium derived Soils,[None],EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,61.31,32.14,19.740970214961,29.24982563576897,Poor,0.0,High,High,Low,High,0
